# Time-averaged data for fix 4
# TimeStep v_myPxx v_myPyy v_myPzz v_myPxy v_myPxz v_myPyz
1804000 -5.39516 -143.273 -69.0457 -7.31767 64.248 -124.243
1805000 -99.4492 -135.115 -93.1606 18.832 126.294 -27.4565
1806000 -83.0473 18.1123 5.74173 44.142 92.2805 -4.44898
1807000 36.5747 -94.1138 -98.02 86.4867 3.32821 -54.3967
1808000 -11.9081 -263.756 -83.056 23.6635 97.8902 -40.3839
1809000 -59.649 -66.6472 -68.8067 -49.6658 133.793 -32.0334
1810000 -169.316 -137.803 -122.914 -52.1361 107.832 -49.5041
1811000 36.6101 -58.2954 -75.6386 4.28283 99.8986 -69.4603
1812000 -19.8783 -145.614 -121.978 -9.25464 73.7469 -42.0958
1813000 19.6807 -282.879 -176.868 -36.8972 54.4485 -76.4246
1814000 -127.502 -126.383 -183.186 -1.54636 175.796 -64.0723
1815000 15.0152 -169.23 -23.6671 67.4863 -9.63947 13.8318
1816000 -93.1627 -197.958 -143.769 57.4848 27.4314 -13.2496
1817000 -145.583 -236.792 -206.529 2.46285 37.4052 18.6446
1818000 -122.664 -51.7303 -160.461 52.4595 110.844 -64.2314
1819000 -100.019 -116.414 -152.788 -108.676 26.9973 -99.0849
1820000 -58.2176 -140.148 -46.7792 -39.1003 -1.16137 -15.0853
1821000 5.50837 -126.319 -49.2744 -85.1865 18.0618 25.1343
1822000 -29.4431 -155.814 -8.5276 -29.057 -87.3956 -44.0617
1823000 -70.842 -143.198 -119.979 -20.6515 -23.6988 -12.7106
1824000 -111.4 8.21601 -14.4695 -63.5966 -13.6056 -91.0074
1825000 -44.9864 -147.898 -143.094 4.53535 -0.589162 -4.39347
1826000 -157.069 -43.074 -42.9254 -67.9392 -13.9043 -27.074
1827000 -123.522 -154.066 -174.217 32.4954 25.1447 -63.8345
1828000 56.3152 174.409 -29.1493 72.4303 -30.7837 0.875895
1829000 -51.6314 -4.75218 22.1743 55.0176 -99.5862 -36.5847
1830000 99.9771 -24.7714 126.097 42.4118 -17.8445 -51.0093
1831000 -40.3534 24.7406 126.866 49.6908 -19.2764 -12.7262
1832000 16.4874 52.7352 -23.084 74.9677 -45.8712 -65.1112
1833000 12.988 -26.4036 41.9761 -21.4039 16.1441 -36.5749
1834000 -19.4675 -8.68865 5.62493 58.7492 32.4327 -14.9694
1835000 53.3878 -44.2102 -47.4074 -55.484 83.2867 -116.484
1836000 -183.507 -80.4334 -128.456 -37.3116 -16.5331 -67.3598
1837000 -30.864 -63.4223 -42.5618 71.4943 32.0131 20.4227
1838000 -78.0517 -46.8161 -9.34356 14.4528 88.9622 -83.8837
1839000 -59.5713 -225.805 -60.3121 57.2702 -37.5237 -46.4892
1840000 -139.594 -196.075 -155.929 13.6019 40.1944 -68.0267
1841000 -7.09441 -58.5958 49.5812 -63.5302 5.57077 -55.4004
1842000 -148.783 15.8457 -183.225 -50.742 -22.5429 -57.1879
1843000 18.3942 11.9477 -166.464 46.5242 -42.6941 -114.015
1844000 -135.266 -56.2779 -54.8752 17.3254 7.8865 -38.1976
1845000 -90.5272 -101.088 -140.917 42.1828 -33.5319 -74.7396
1846000 -78.0844 44.1558 -113.88 43.0271 51.6906 34.6148
